G_NO_LESSON | 0 | art | Game="Формы предметов ⬜"
G_NO_LESSON | 7 | tech | Game="Кулинария и проекты"
L_NO_GAME | 7 | tech | Lesson="Технология"
L_NO_GAME | 8 | algebra | Lesson="Алгебра"
L_NO_GAME | 8 | art | Lesson="Изобразительное искусство"
L_NO_GAME | 8 | biology | Lesson="Биология"
L_NO_GAME | 8 | chemistry | Lesson="Химия"
G_NO_LESSON | 8 | coding | Game="Основы Python"
G_NO_LESSON | 8 | coding | Game="Условия и ветвления"
G_NO_LESSON | 8 | coding | Game="Циклы"
L_NO_GAME | 8 | coding | Lesson="Основы программирования"
L_NO_GAME | 8 | coding | Lesson="Урок 1: Введение в Python"
L_NO_GAME | 8 | coding | Lesson="Урок 3: Арифметические операции"
L_NO_GAME | 8 | coding | Lesson="Урок 4: Условные операторы"
L_NO_GAME | 8 | coding | Lesson="Урок 5: Цикл for"
L_NO_GAME | 8 | coding | Lesson="Урок 6: Цикл while"
L_NO_GAME | 8 | coding | Lesson="Урок 9: Словари"
L_NO_GAME | 8 | coding | Lesson="Урок 11: Работа с файлами"
L_NO_GAME | 8 | coding | Lesson="Урок 12: Итоговый проект"
L_NO_GAME | 8 | english | Lesson="Иностранный язык"
L_NO_GAME | 8 | geography | Lesson="География"
L_NO_GAME | 8 | geometry | Lesson="Геометрия"
L_NO_GAME | 8 | history | Lesson="История"
L_NO_GAME | 8 | informatics | Lesson="Информатика"
L_NO_GAME | 8 | law | Lesson="Основы права"
G_NO_LESSON | 8 | literature | Game="Галерея помещиков Гоголя"
G_NO_LESSON | 8 | literature | Game="Итоговый тест по литературе 8 класс"
L_NO_GAME | 8 | literature | Lesson="Литература"
L_NO_GAME | 8 | pe | Lesson="Физическая культура"
L_NO_GAME | 8 | physics | Lesson="Физика"
L_NO_GAME | 8 | robotics | Lesson="Робототехника"
G_NO_LESSON | 8 | russian | Game="Синтаксис предложения"
G_NO_LESSON | 8 | russian | Game="Знаки препинания"
G_NO_LESSON | 8 | russian | Game="Однородные и обособленные члены"
G_NO_LESSON | 8 | russian | Game="Вводные слова и обращения"
G_NO_LESSON | 8 | russian | Game="Сложные предложения"
L_NO_GAME | 8 | russian | Lesson="Русский язык"
L_NO_GAME | 8 | russian | Lesson="Синтаксис простого предложения"
L_NO_GAME | 8 | russian | Lesson="Главные и второстепенные члены предложения"
L_NO_GAME | 8 | russian | Lesson="Однородные члены предложения"
L_NO_GAME | 8 | russian | Lesson="Обособленные члены предложения"
L_NO_GAME | 8 | russian | Lesson="Вводные слова и предложения"
L_NO_GAME | 8 | russian | Lesson="Обращения и междометия"
L_NO_GAME | 8 | russian | Lesson="Сложное предложение"
L_NO_GAME | 8 | russian | Lesson="Сложносочинённые и сложноподчинённые предложения"
L_NO_GAME | 8 | safety | Lesson="ОБЖ"
L_NO_GAME | 8 | social | Lesson="Обществознание"
L_NO_GAME | 8 | tech | Lesson="Технология"
L_NO_GAME | 9 | algebra | Lesson="Алгебра"
L_NO_GAME | 9 | art | Lesson="Изобразительное искусство"
L_NO_GAME | 9 | biology | Lesson="Биология"
G_NO_LESSON | 9 | career | Game="Мир профессий"
G_NO_LESSON | 9 | career | Game="Профессии будущего"
G_NO_LESSON | 9 | career | Game="IT-профессии"
G_NO_LESSON | 9 | career | Game="Выбор направления"
G_NO_LESSON | 9 | career | Game="Что такое резюме"
G_NO_LESSON | 9 | career | Game="Составление резюме"
G_NO_LESSON | 9 | career | Game="Портфолио"
G_NO_LESSON | 9 | career | Game="Сопроводительное письмо"
G_NO_LESSON | 9 | career | Game="Подготовка к собеседованию"
G_NO_LESSON | 9 | career | Game="Типичные вопросы"
G_NO_LESSON | 9 | career | Game="Тренировка собеседования"
G_NO_LESSON | 9 | career | Game="Карьерный план"
G_NO_LESSON | 9 | career | Game="Итоговый тест"
L_NO_GAME | 9 | career | Lesson="Карьерное консультирование"
L_NO_GAME | 9 | chemistry | Lesson="Химия"
G_NO_LESSON | 9 | coding | Game="Сложность алгоритмов"
G_NO_LESSON | 9 | coding | Game="Сортировка данных"
G_NO_LESSON | 9 | coding | Game="Стек и очередь"
G_NO_LESSON | 9 | coding | Game="Деревья и графы"
G_NO_LESSON | 9 | coding | Game="Классы и объекты"
G_NO_LESSON | 9 | coding | Game="Инкапсуляция"
G_NO_LESSON | 9 | coding | Game="Наследование"
G_NO_LESSON | 9 | coding | Game="Полиморфизм"
G_NO_LESSON | 9 | coding | Game="Чтение и запись файлов"
G_NO_LESSON | 9 | coding | Game="Работа с CSV и JSON"
G_NO_LESSON | 9 | coding | Game="Основы SQL"
G_NO_LESSON | 9 | coding | Game="SQLite в Python"
G_NO_LESSON | 9 | coding | Game="Основы HTML"
G_NO_LESSON | 9 | coding | Game="CSS для стилизации"
G_NO_LESSON | 9 | coding | Game="Flask: создание веб-приложения"
G_NO_LESSON | 9 | coding | Game="Формы и обработка данных"
G_NO_LESSON | 9 | coding | Game="Библиотека Tkinter"
G_NO_LESSON | 9 | coding | Game="Создание форм"
G_NO_LESSON | 9 | coding | Game="Обработка событий"
G_NO_LESSON | 9 | coding | Game="Меню и диалоги"
G_NO_LESSON | 9 | coding | Game="Методы отладки"
G_NO_LESSON | 9 | coding | Game="Unit-тестирование"
G_NO_LESSON | 9 | coding | Game="Документирование кода"
G_NO_LESSON | 9 | coding | Game="Обработка ошибок"
G_NO_LESSON | 9 | coding | Game="Git: контроль версий"
G_NO_LESSON | 9 | coding | Game="Ветвление и слияние"
G_NO_LESSON | 9 | coding | Game="GitHub для совместной работы"
G_NO_LESSON | 9 | coding | Game="Стиль кода и соглашения"
G_NO_LESSON | 9 | coding | Game="Выбор и планирование проекта"
G_NO_LESSON | 9 | coding | Game="Реализация проекта"
G_NO_LESSON | 9 | coding | Game="Презентация проекта"
G_NO_LESSON | 9 | coding | Game="Анализ и развитие"
G_NO_LESSON | 9 | economy | Game="Рынок и рыночное равновесие"
G_NO_LESSON | 9 | economy | Game="Конкуренция и монополия"
G_NO_LESSON | 9 | economy | Game="Цена и ценообразование"
G_NO_LESSON | 9 | economy | Game="Государственный бюджет"
G_NO_LESSON | 9 | economy | Game="Семейный бюджет"
G_NO_LESSON | 9 | economy | Game="Финансовые цели и инвестиции"
G_NO_LESSON | 9 | economy | Game="Кредиты и депозиты"
G_NO_LESSON | 9 | economy | Game="Основы предпринимательства"
G_NO_LESSON | 9 | economy | Game="Бизнес-планирование"
G_NO_LESSON | 9 | economy | Game="Маркетинг"
G_NO_LESSON | 9 | economy | Game="Итоговый тест по экономике"
L_NO_GAME | 9 | english | Lesson="Иностранный язык"
L_NO_GAME | 9 | geography | Lesson="География"
L_NO_GAME | 9 | geometry | Lesson="Геометрия"
L_NO_GAME | 9 | history | Lesson="История"
L_NO_GAME | 9 | literature | Lesson="Литература"
G_NO_LESSON | 9 | oge | Game="Что такое ОГЭ"
G_NO_LESSON | 9 | oge | Game="Русский язык ОГЭ"
G_NO_LESSON | 9 | oge | Game="Математика ОГЭ"
G_NO_LESSON | 9 | oge | Game="План подготовки"
G_NO_LESSON | 9 | oge | Game="Тайм-менеджмент"
G_NO_LESSON | 9 | oge | Game="Психологическая подготовка"
G_NO_LESSON | 9 | oge | Game="Предметы по выбору"
G_NO_LESSON | 9 | oge | Game="Пробное тестирование (русский)"
G_NO_LESSON | 9 | oge | Game="Пробное тестирование (математика)"
G_NO_LESSON | 9 | oge | Game="Полный пробный ОГЭ"
G_NO_LESSON | 9 | oge | Game="Пробные тестирования"
G_NO_LESSON | 9 | oge | Game="Работа с ошибками"
G_NO_LESSON | 9 | oge | Game="Оформление работ"
G_NO_LESSON | 9 | oge | Game="День экзамена"
G_NO_LESSON | 9 | oge | Game="Результаты и апелляция"
G_NO_LESSON | 9 | oge | Game="Итоговая проверка знаний"
G_NO_LESSON | 9 | oge | Game="Итоги подготовки"
L_NO_GAME | 9 | oge | Lesson="Подготовка к ОГЭ"
L_NO_GAME | 9 | physics | Lesson="Физика"
G_NO_LESSON | 9 | psychology | Game="Эмоции: природа и виды"
G_NO_LESSON | 9 | psychology | Game="Эмоциональный интеллект"
G_NO_LESSON | 9 | psychology | Game="Распознавание эмоций"
G_NO_LESSON | 9 | psychology | Game="Управление эмоциями"
G_NO_LESSON | 9 | psychology | Game="Стресс: природа и виды"
G_NO_LESSON | 9 | psychology | Game="Управление стрессом"
G_NO_LESSON | 9 | psychology | Game="Конфликты: природа и виды"
G_NO_LESSON | 9 | psychology | Game="Стратегии в конфликте"
G_NO_LESSON | 9 | psychology | Game="Разрешение конфликтов"
G_NO_LESSON | 9 | psychology | Game="Самопознание и Я-концепция"
G_NO_LESSON | 9 | psychology | Game="Самооценка и её развитие"
G_NO_LESSON | 9 | psychology | Game="Коммуникативные навыки"
G_NO_LESSON | 9 | psychology | Game="Профориентация: типы личности"
G_NO_LESSON | 9 | psychology | Game="Профориентация: выбор профессии"
G_NO_LESSON | 9 | psychology | Game="Личностный рост"
G_NO_LESSON | 9 | psychology | Game="Итоговый тест по психологии"
L_NO_GAME | 9 | psychology | Lesson="Психология"
L_NO_GAME | 9 | russian | Lesson="Русский язык"
L_NO_GAME | 9 | safety | Lesson="ОБЖ"
G_NO_LESSON | 9 | social | Game="Природа человека"
G_NO_LESSON | 9 | social | Game="Самопознание и самореализация"
G_NO_LESSON | 9 | social | Game="Свобода и ответственность"
G_NO_LESSON | 9 | social | Game="Смысл жизни и человеческое достоинство"
G_NO_LESSON | 9 | social | Game="Структура деятельности"
G_NO_LESSON | 9 | social | Game="Сознание и бессознательное"
G_NO_LESSON | 9 | social | Game="Познание мира"
G_NO_LESSON | 9 | social | Game="Общение как деятельность"
G_NO_LESSON | 9 | social | Game="Экономика и её роль в жизни общества"
G_NO_LESSON | 9 | social | Game="Собственность и её формы"
G_NO_LESSON | 9 | social | Game="Рынок и его функции"
G_NO_LESSON | 9 | social | Game="Государство в рыночной экономике"
G_NO_LESSON | 9 | social | Game="Социальная структура и стратификация"
G_NO_LESSON | 9 | social | Game="Политическая система общества"
G_NO_LESSON | 9 | social | Game="Политическое участие"
G_NO_LESSON | 9 | social | Game="Власть и её распределение"
G_NO_LESSON | 9 | social | Game="Система права"
G_NO_LESSON | 9 | social | Game="Правовые нормы и правоотношения"
G_NO_LESSON | 9 | social | Game="Правонарушения и юридическая ответственность"
G_NO_LESSON | 9 | social | Game="Правосознание и правовая культура"
G_NO_LESSON | 9 | social | Game="Конституция — Основной закон"
G_NO_LESSON | 9 | social | Game="Права и свободы человека"
G_NO_LESSON | 9 | social | Game="Конституционные обязанности"
G_NO_LESSON | 9 | social | Game="Федеративное устройство России"
G_NO_LESSON | 9 | social | Game="Гражданские правоотношения"
G_NO_LESSON | 9 | social | Game="Сделки и договоры"
G_NO_LESSON | 9 | social | Game="Право собственности"
G_NO_LESSON | 9 | social | Game="Гражданско-правовая ответственность"
G_NO_LESSON | 9 | social | Game="Понятие преступления"
G_NO_LESSON | 9 | social | Game="Уголовное наказание"
G_NO_LESSON | 9 | social | Game="Административные правонарушения"
G_NO_LESSON | 9 | social | Game="Защита прав несовершеннолетних"
L_NO_GAME | 9 | tech | Lesson="Технология"
L_NO_GAME | 10 | algebra | Lesson="Алгебра"
G_NO_LESSON | 10 | art | Game="Возрождение"
G_NO_LESSON | 10 | art | Game="Модернизм"
G_NO_LESSON | 10 | art | Game="Анализ произведения"
G_NO_LESSON | 10 | art | Game="Критика искусства"
G_NO_LESSON | 10 | art | Game="Создание арт-проекта"
G_NO_LESSON | 10 | art | Game="Итоговая работа"
G_NO_LESSON | 10 | astronomy | Game="Строение Солнечной системы"
G_NO_LESSON | 10 | astronomy | Game="Земля и Луна"
G_NO_LESSON | 10 | astronomy | Game="Планеты Солнечной системы"
G_NO_LESSON | 10 | astronomy | Game="Малые тела"
G_NO_LESSON | 10 | astronomy | Game="Солнце — наша звезда"
G_NO_LESSON | 10 | astronomy | Game="Типы звёзд"
G_NO_LESSON | 10 | astronomy | Game="Жизненный цикл звёзд"
G_NO_LESSON | 10 | astronomy | Game="Галактики"
G_NO_LESSON | 10 | astronomy | Game="Происхождение Вселенной"
G_NO_LESSON | 10 | astronomy | Game="Телескопы и наблюдения"
G_NO_LESSON | 10 | astronomy | Game="Космические технологии"
G_NO_LESSON | 10 | astronomy | Game="Внеземная жизнь"
L_NO_GAME | 10 | astronomy | Lesson="Астрономия"
G_NO_LESSON | 10 | biology | Game="Урок 1: Химический состав клетки"
G_NO_LESSON | 10 | biology | Game="Урок 2: Органические вещества клетки"
G_NO_LESSON | 10 | biology | Game="Урок 3: Нуклеиновые кислоты"
G_NO_LESSON | 10 | biology | Game="Урок 4: АТФ — универсальный аккумулятор"
G_NO_LESSON | 10 | biology | Game="Урок 5: Пластический и энергетический обмен"
G_NO_LESSON | 10 | biology | Game="Урок 6: Энергетический обмен"
G_NO_LESSON | 10 | biology | Game="Урок 7: Фотосинтез"
G_NO_LESSON | 10 | biology | Game="Урок 8: Основы генетики"
G_NO_LESSON | 10 | biology | Game="Урок 9: Хромосомная теория"
G_NO_LESSON | 10 | biology | Game="Урок 10: Генетика человека"
G_NO_LESSON | 10 | biology | Game="Урок 11: Размножение организмов"
G_NO_LESSON | 10 | biology | Game="Урок 12: Индивидуальное развитие"
L_NO_GAME | 10 | biology | Lesson="Биология"
G_NO_LESSON | 10 | business | Game="Введение в предпринимательство"
G_NO_LESSON | 10 | business | Game="Генерация и оценка идей"
G_NO_LESSON | 10 | business | Game="Бизнес-планирование"
G_NO_LESSON | 10 | business | Game="Юридические основы бизнеса"
G_NO_LESSON | 10 | business | Game="Целевая аудитория"
G_NO_LESSON | 10 | business | Game="Продукт и ценообразование"
G_NO_LESSON | 10 | business | Game="Продвижение и маркетинг"
G_NO_LESSON | 10 | business | Game="Продажи и работа с клиентами"
G_NO_LESSON | 10 | business | Game="Финансовые расчёты"
G_NO_LESSON | 10 | business | Game="Управление командой"
G_NO_LESSON | 10 | business | Game="Масштабирование бизнеса"
G_NO_LESSON | 10 | business | Game="Защита бизнес-плана"
L_NO_GAME | 10 | business | Lesson="Основы предпринимательства"
G_NO_LESSON | 10 | career | Game="Самоопределение и выбор профессии"
G_NO_LESSON | 10 | career | Game="Мир профессий"
G_NO_LESSON | 10 | career | Game="Образовательные пути"
G_NO_LESSON | 10 | career | Game="Принятие решения"
G_NO_LESSON | 10 | career | Game="Составление резюме"
G_NO_LESSON | 10 | career | Game="Мотивационное письмо"
G_NO_LESSON | 10 | career | Game="Подготовка к собеседованию"
G_NO_LESSON | 10 | career | Game="Практика собеседования"
G_NO_LESSON | 10 | career | Game="Карьерный план"
G_NO_LESSON | 10 | career | Game="Личный бренд"
G_NO_LESSON | 10 | career | Game="Нетворкинг"
G_NO_LESSON | 10 | career | Game="Итоговый проект"
L_NO_GAME | 10 | career | Lesson="Профориентация"
G_NO_LESSON | 10 | chemistry | Game="Урок 1: Предмет органической химии"
G_NO_LESSON | 10 | chemistry | Game="Урок 2: Теория строения органических соединений"
G_NO_LESSON | 10 | chemistry | Game="Урок 3: Классификация и номенклатура"
G_NO_LESSON | 10 | chemistry | Game="Урок 4: Алканы"
G_NO_LESSON | 10 | chemistry | Game="Урок 5: Алкены"
G_NO_LESSON | 10 | chemistry | Game="Урок 6: Алкины"
G_NO_LESSON | 10 | chemistry | Game="Урок 7: Арены"
G_NO_LESSON | 10 | chemistry | Game="Урок 8: Спирты"
G_NO_LESSON | 10 | chemistry | Game="Урок 9: Альдегиды и кетоны"
G_NO_LESSON | 10 | chemistry | Game="Урок 10: Карбоновые кислоты"
G_NO_LESSON | 10 | chemistry | Game="Урок 11: Типы химических реакций"
G_NO_LESSON | 10 | chemistry | Game="Урок 12: Механизмы реакций"
L_NO_GAME | 10 | chemistry | Lesson="Химия"
G_NO_LESSON | 10 | coding | Game="Урок 1: Динамическое программирование"
G_NO_LESSON | 10 | coding | Game="Урок 2: Графовые алгоритмы"
G_NO_LESSON | 10 | coding | Game="Урок 3: Алгоритмы на строках"
G_NO_LESSON | 10 | coding | Game="Урок 4: Хеширование"
G_NO_LESSON | 10 | coding | Game="Урок 5: Функциональное программирование"
G_NO_LESSON | 10 | coding | Game="Урок 6: Замыкания и декораторы"
G_NO_LESSON | 10 | coding | Game="Урок 7: Генераторы и итераторы"
G_NO_LESSON | 10 | coding | Game="Урок 8: Асинхронное программирование"
G_NO_LESSON | 10 | coding | Game="Урок 9: Реляционные базы данных"
G_NO_LESSON | 10 | coding | Game="Урок 10: SQL: сложные запросы"
G_NO_LESSON | 10 | coding | Game="Урок 11: NoSQL базы данных"
G_NO_LESSON | 10 | coding | Game="Урок 12: ORM: SQLAlchemy"
G_NO_LESSON | 10 | coding | Game="Урок 13: Протоколы TCP/IP"
G_NO_LESSON | 10 | coding | Game="Урок 14: Сокеты в Python"
G_NO_LESSON | 10 | coding | Game="Урок 15: HTTP и REST API"
G_NO_LESSON | 10 | coding | Game="Урок 16: Веб-фреймворки: Django"
G_NO_LESSON | 10 | coding | Game="Урок 17: Введение в машинное обучение"
G_NO_LESSON | 10 | coding | Game="Урок 18: Линейная регрессия"
G_NO_LESSON | 10 | coding | Game="Урок 19: Классификация"
G_NO_LESSON | 10 | coding | Game="Урок 20: Кластеризация"
G_NO_LESSON | 10 | coding | Game="Урок 21: SQL-инъекции"
G_NO_LESSON | 10 | coding | Game="Урок 22: XSS и CSRF"
G_NO_LESSON | 10 | coding | Game="Урок 23: Хеширование паролей"
G_NO_LESSON | 10 | coding | Game="Урок 24: HTTPS и сертификаты"
G_NO_LESSON | 10 | coding | Game="Урок 25: Принципы SOLID"
G_NO_LESSON | 10 | coding | Game="Урок 26: Паттерны проектирования"
G_NO_LESSON | 10 | coding | Game="Урок 27: Микросервисная архитектура"
G_NO_LESSON | 10 | coding | Game="Урок 28: CI/CD и DevOps"
G_NO_LESSON | 10 | coding | Game="Урок 29: Проектирование проекта"
G_NO_LESSON | 10 | coding | Game="Урок 30: Разработка MVP"
G_NO_LESSON | 10 | coding | Game="Урок 31: Тестирование и отладка"
G_NO_LESSON | 10 | coding | Game="Урок 32: Деплой и презентация"
G_NO_LESSON | 10 | economy | Game="Микроэкономика"
G_NO_LESSON | 10 | economy | Game="Макроэкономика и ВВП"
G_NO_LESSON | 10 | economy | Game="Денежно-кредитная политика"
G_NO_LESSON | 10 | economy | Game="Инфляция и безработица"
G_NO_LESSON | 10 | economy | Game="Экономический рост"
G_NO_LESSON | 10 | ege | Game="Структура ЕГЭ"
G_NO_LESSON | 10 | ege | Game="Русский язык ЕГЭ"
G_NO_LESSON | 10 | ege | Game="Математика ЕГЭ"
G_NO_LESSON | 10 | ege | Game="Предметы по выбору"
G_NO_LESSON | 10 | ege | Game="Стратегии подготовки"
G_NO_LESSON | 10 | ege | Game="Сочинение ЕГЭ"
G_NO_LESSON | 10 | ege | Game="Тайм-менеджмент"
G_NO_LESSON | 10 | ege | Game="Психологическая подготовка"
G_NO_LESSON | 10 | ege | Game="Пробные тестирования"
G_NO_LESSON | 10 | ege | Game="Работа с ошибками"
G_NO_LESSON | 10 | ege | Game="Оформление работ"
G_NO_LESSON | 10 | ege | Game="День экзамена"
G_NO_LESSON | 10 | ege | Game="Итоговая проверка"
L_NO_GAME | 10 | ege | Lesson="Подготовка к ЕГЭ"
G_NO_LESSON | 10 | english | Game="Урок 1: Времена группы Perfect"
G_NO_LESSON | 10 | english | Game="Урок 2: Passive Voice"
G_NO_LESSON | 10 | english | Game="Урок 3: Conditionals"
G_NO_LESSON | 10 | english | Game="Урок 4: Reported Speech"
G_NO_LESSON | 10 | english | Game="Урок 5: Phrasal Verbs"
G_NO_LESSON | 10 | english | Game="Урок 6: Idioms"
G_NO_LESSON | 10 | english | Game="Урок 7: Word Formation"
G_NO_LESSON | 10 | english | Game="Урок 8: Reading Strategies"
G_NO_LESSON | 10 | english | Game="Урок 9: Text Analysis"
G_NO_LESSON | 10 | english | Game="Урок 10: Discussion Skills"
L_NO_GAME | 10 | english | Lesson="Английский язык"
L_NO_GAME | 10 | geometry | Lesson="Геометрия"
L_NO_GAME | 10 | history | Lesson="История"
L_NO_GAME | 10 | informatics | Lesson="Информатика"
G_NO_LESSON | 10 | lab | Game="Лабораторная безопасность"
G_NO_LESSON | 10 | lab | Game="Измерения и погрешности"
G_NO_LESSON | 10 | lab | Game="Электрические измерения"
G_NO_LESSON | 10 | lab | Game="Лабораторная посуда"
G_NO_LESSON | 10 | lab | Game="Качественный анализ"
G_NO_LESSON | 10 | lab | Game="Количественный анализ"
G_NO_LESSON | 10 | lab | Game="Работа с микроскопом"
G_NO_LESSON | 10 | lab | Game="Биологические исследования"
G_NO_LESSON | 10 | lab | Game="Физиология человека"
G_NO_LESSON | 10 | lab | Game="Оформление отчёта"
G_NO_LESSON | 10 | lab | Game="Итоговый тест"
L_NO_GAME | 10 | lab | Lesson="Лабораторный практикум"
G_NO_LESSON | 10 | literature | Game="А.С. Пушкин"
G_NO_LESSON | 10 | literature | Game="М.Ю. Лермонтов"
G_NO_LESSON | 10 | literature | Game="Н.В. Гоголь"
G_NO_LESSON | 10 | literature | Game="И.С. Тургенев"
G_NO_LESSON | 10 | literature | Game="А.П. Чехов"
G_NO_LESSON | 10 | literature | Game="М.А. Булгаков"
G_NO_LESSON | 10 | literature | Game="М.А. Шолохов"
G_NO_LESSON | 10 | literature | Game="У. Шекспир"
G_NO_LESSON | 10 | literature | Game="И.В. Гёте"
G_NO_LESSON | 10 | literature | Game="Рода и жанры литературы"
G_NO_LESSON | 10 | literature | Game="Средства выразительности"
L_NO_GAME | 10 | literature | Lesson="Литература"
L_NO_GAME | 10 | pe | Lesson="Физическая культура"
G_NO_LESSON | 10 | philosophy | Game="Рождение философии"
G_NO_LESSON | 10 | philosophy | Game="Сократ"
G_NO_LESSON | 10 | philosophy | Game="Платон"
G_NO_LESSON | 10 | philosophy | Game="Аристотель"
G_NO_LESSON | 10 | philosophy | Game="Этика"
G_NO_LESSON | 10 | philosophy | Game="Современная этика"
G_NO_LESSON | 10 | philosophy | Game="Экзистенциализм"
G_NO_LESSON | 10 | philosophy | Game="Итоговый тест"
L_NO_GAME | 10 | physics | Lesson="Физика"
G_NO_LESSON | 10 | projects | Game="Введение в исследования"
G_NO_LESSON | 10 | projects | Game="Проблема и гипотеза"
G_NO_LESSON | 10 | projects | Game="Методы исследования"
G_NO_LESSON | 10 | projects | Game="Работа с источниками"
G_NO_LESSON | 10 | projects | Game="Научное руководство"
G_NO_LESSON | 10 | projects | Game="Академическое письмо"
G_NO_LESSON | 10 | projects | Game="Сбор и обработка данных"
G_NO_LESSON | 10 | projects | Game="Выводы и заключение"
G_NO_LESSON | 10 | projects | Game="Подготовка презентации"
G_NO_LESSON | 10 | projects | Game="Устный доклад"
G_NO_LESSON | 10 | projects | Game="Ответы на вопросы"
G_NO_LESSON | 10 | projects | Game="Итоговый тест"
L_NO_GAME | 10 | projects | Lesson="Проектная работа"
G_NO_LESSON | 10 | russian | Game="Звуки и буквы"
G_NO_LESSON | 10 | russian | Game="Орфоэпические нормы"
G_NO_LESSON | 10 | russian | Game="Состав слова"
G_NO_LESSON | 10 | russian | Game="Способы словообразования"
G_NO_LESSON | 10 | russian | Game="Лексическое значение слова"
G_NO_LESSON | 10 | russian | Game="Синонимы, антонимы, омонимы"
G_NO_LESSON | 10 | russian | Game="Самостоятельные части речи"
G_NO_LESSON | 10 | russian | Game="Служебные части речи"
G_NO_LESSON | 10 | russian | Game="Простое предложение"
G_NO_LESSON | 10 | russian | Game="Сложное предложение"
G_NO_LESSON | 10 | russian | Game="Текст и его структура"
G_NO_LESSON | 10 | russian | Game="Функциональные стили речи"
L_NO_GAME | 10 | russian | Lesson="Русский язык"
L_NO_GAME | 10 | safety | Lesson="ОБЖ"
L_NO_GAME | 10 | social | Lesson="Обществознание"
G_NO_LESSON | 10 | tech | Game="Урок 1: Продвинутая робототехника"
G_NO_LESSON | 10 | tech | Game="Урок 2: Программирование роботов"
G_NO_LESSON | 10 | tech | Game="Урок 3: Мехатроника"
G_NO_LESSON | 10 | tech | Game="Урок 4: Проект \"
G_NO_LESSON | 10 | tech | Game="Урок 5: CAD-системы"
G_NO_LESSON | 10 | tech | Game="Урок 6: Сложные модели"
G_NO_LESSON | 10 | tech | Game="Урок 7: Подготовка к печати"
G_NO_LESSON | 10 | tech | Game="Урок 8: Проект \"
G_NO_LESSON | 10 | tech | Game="Урок 9: Управление проектами"
G_NO_LESSON | 10 | tech | Game="Урок 10: Командная работа"
G_NO_LESSON | 10 | tech | Game="Урок 11: Презентация проекта"
G_NO_LESSON | 10 | tech | Game="Урок 12: Итоговый проект"
L_NO_GAME | 10 | tech | Lesson="Технология"
G_NO_LESSON | 11 | algebra | Game="Тригонометрия"
G_NO_LESSON | 11 | algebra | Game="Интегралы"
G_NO_LESSON | 11 | algebra | Game="Производная функции"
L_NO_GAME | 11 | algebra | Lesson="Алгебра"
L_NO_GAME | 11 | algebra | Lesson="Свойства тригонометрических функций"
G_NO_LESSON | 11 | biology | Game="Урок 1: Развитие эволюционных идей"
G_NO_LESSON | 11 | biology | Game="Урок 2: Доказательства эволюции"
G_NO_LESSON | 11 | biology | Game="Урок 3: Микроэволюция"
G_NO_LESSON | 11 | biology | Game="Урок 4: Макроэволюция"
G_NO_LESSON | 11 | biology | Game="Урок 5: Экологические факторы"
G_NO_LESSON | 11 | biology | Game="Урок 6: Популяции и сообщества"
G_NO_LESSON | 11 | biology | Game="Урок 7: Экосистемы"
G_NO_LESSON | 11 | biology | Game="Урок 8: Биосфера"
G_NO_LESSON | 11 | biology | Game="Урок 9: Человек и биосфера"
G_NO_LESSON | 11 | biology | Game="Урок 10: Основы биотехнологии"
L_NO_GAME | 11 | biology | Lesson="Биология"
G_NO_LESSON | 11 | chemistry | Game="Амины"
G_NO_LESSON | 11 | chemistry | Game="Аминокислоты"
G_NO_LESSON | 11 | chemistry | Game="Белки"
G_NO_LESSON | 11 | chemistry | Game="Нуклеиновые кислоты"
G_NO_LESSON | 11 | chemistry | Game="Полимеры"
G_NO_LESSON | 11 | chemistry | Game="Природные полимеры"
G_NO_LESSON | 11 | chemistry | Game="Каучуки и резины"
G_NO_LESSON | 11 | chemistry | Game="Витамины"
G_NO_LESSON | 11 | chemistry | Game="Лекарственные вещества"
G_NO_LESSON | 11 | chemistry | Game="Химия и экология"
L_NO_GAME | 11 | chemistry | Lesson="Химия"
L_NO_GAME | 11 | coding | Lesson="Информатика и программирование"
L_NO_GAME | 11 | economy | Lesson="Экономика"
G_NO_LESSON | 11 | english | Game="Урок 1: Mixed Conditionals"
G_NO_LESSON | 11 | english | Game="Урок 2: Inversion"
G_NO_LESSON | 11 | english | Game="Урок 3: Subjunctive Mood"
G_NO_LESSON | 11 | english | Game="Урок 4: Complex Structures"
G_NO_LESSON | 11 | english | Game="Урок 5: Academic Vocabulary"
G_NO_LESSON | 11 | english | Game="Урок 6: Essay Writing"
G_NO_LESSON | 11 | english | Game="Урок 7: Debating Skills"
G_NO_LESSON | 11 | english | Game="Урок 8: Business English"
G_NO_LESSON | 11 | english | Game="Урок 9: Job Interview"
G_NO_LESSON | 11 | english | Game="Урок 10: Presentation Skills"
L_NO_GAME | 11 | english | Lesson="Английский язык"
G_NO_LESSON | 11 | geography | Game="Урок 1: Государства мира"
G_NO_LESSON | 11 | geography | Game="Урок 2: Международные отношения"
G_NO_LESSON | 11 | geography | Game="Урок 3: Численность населения"
G_NO_LESSON | 11 | geography | Game="Урок 4: Размещение и миграции"
G_NO_LESSON | 11 | geography | Game="Урок 5: Этнический состав"
G_NO_LESSON | 11 | geography | Game="Урок 6: Мировое хозяйство"
G_NO_LESSON | 11 | geography | Game="Урок 7: Промышленность мира"
G_NO_LESSON | 11 | geography | Game="Урок 8: Сельское хозяйство и транспорт"
